"","SOS_ID","ITEM_ID","SENT_ID","Connective","ita_surp_GePpeTto","OOV_GePpeTto","seq_len_GePpeTto","TARGET_WORD","freq","ita_surp_GroNLP","OOV_GroNLP","seq_len_GroNLP","ita_surp_llama2Italian7B","OOV_llama2Italian7B","seq_len_llama2Italian7B","Plausibility","Z_Surp_GePpeTto","Z_Surp_GroNLP","Z_Surp_llama2Italian7B"
"311","SR4a_19",19,74,"ConnectiveN",5.39,1,30,"diminuiti",3.28,6.43,1,30,11.75,1,47,"Implausible",-0.723637415120974,-0.732772097204105,0.0339615443327712
"312","SR4a_20",20,79,"ConnectiveH",4.04,0,28,"preoccupati",3.91,4.78,0,29,17.92,1,43,"Implausible",-0.96109454627235,-0.998927462859015,0.789683223291202
"313","SR4a_21",21,84,"ConnectiveH",7.05,0,29,"finì",3.77,6.67,0,29,10.05,1,36,"Plausible",-0.431653090890394,-0.694058589472482,-0.174259987957234
"314","SR3a_23",23,89,"ConnectiveN",13.11,1,29,"esultato",2.78,19.59,1,29,10.34,1,45,"Plausible",0.634265586722446,1.39001857674657,-0.138739844213645
"315","SR3a_24",24,94,"ConnectiveN",15.26,0,33,"punto",5.62,14.07,0,33,14.08,0,43,"Implausible",1.01243805485241,0.499607898919238,0.319347526824366
"316","SR3a_25",25,99,"ConnectiveH",11.08,1,31,"erbacce",3.12,20.6,1,32,12.03,1,45,"Implausible",0.277200419139267,1.55293792178382,0.0682568555334779
"317","SR3a_26",26,104,"ConnectiveH",7.74,1,29,"delusa",3.65,12.72,1,29,3.34,1,45,"Plausible",-0.310286112746358,0.281844417928857,-0.996122624231313
"318","SR3a_27",27,105,"ConnectiveN",4.41,0,26,"negative",4.06,6.69,0,26,4.41,0,39,"Plausible",-0.89601370291975,-0.69083246382818,-0.865065542142898
"319","SR2a_29",29,114,"ConnectiveN",6.89,0,34,"promozione",4.65,5.9,0,34,17.9,1,48,"Implausible",-0.459796158286113,-0.818264426778107,0.787233558205437
"320","SR1a_31",31,123,"ConnectiveH",6.1,1,31,"arrestata",3.78,9.93,1,31,6.81,1,39,"Implausible",-0.598752553552473,-0.168200109451265,-0.571105731851126
"321","SR1a_32",32,128,"ConnectiveH",9.74,1,35,"furioso",3.66,8.52,1,35,5.94,1,51,"Plausible",0.0415022297001238,-0.395641967374552,-0.677666163081893
"322","SR1a_33",33,129,"ConnectiveN",7.42,0,34,"cadde",3.85,5.61,0,34,2.03,1,48,"Plausible",-0.366572247537795,-0.865043248620485,-1.15657568734891
"323","SR1a_34",34,134,"ConnectiveN",6.15,0,25,"solo",6.33,8.53,0,26,6.85,0,38,"Implausible",-0.589957844991311,-0.394028904552401,-0.566206401679596
"324","SR1a_35",35,139,"ConnectiveH",22.47,1,34,"cancellarla",2.67,26.16,1,35,26.74,1,49,"Implausible",2.28063502937198,2.44980085089976,1.86998552611346
"325","SR1a_36",36,144,"ConnectiveH",5.68,0,30,"annullato",3.83,5.53,0,31,6.05,1,40,"Plausible",-0.672628105466235,-0.877947751197692,-0.664193005110187
"326","SR1a_37",37,145,"ConnectiveN",17.22,1,32,"candele",3.86,19.15,1,32,19.89,1,50,"Plausible",1.35719063044997,1.31904381257193,1.03097523423903
"327","SR4a_39",39,154,"ConnectiveN",4.75,0,28,"stanca",4.18,4.53,0,28,4.87,1,36,"Implausible",-0.836209684703849,-1.03925403341279,-0.808723245170308
"328","SR4a_40",40,159,"ConnectiveH",1.96,0,30,"panico",4.36,3.84,0,31,12.02,1,44,"Implausible",-1.32695442241669,-1.15055536814121,0.0670320229905955
"329","SR2a_43",43,172,"ConnectiveH",8.8,1,32,"fiero",4.04,8.23,1,33,7.61,1,42,"Plausible",-0.123838291249723,-0.44242078921693,-0.473119128420535
"330","SR2a_44",44,173,"ConnectiveN",10.03,1,32,"contagiato",3.11,10.75,1,35,16.57,1,43,"Plausible",0.0925115393548636,-0.0359289580348851,0.62433083000208
"331","SR2a_45",45,178,"ConnectiveN",6.31,0,26,"rifiutato",4.21,4.06,0,27,2.24,1,46,"Implausible",-0.561814777595593,-1.11506798605389,-1.13085420394837
"332","SR2a_46",46,183,"ConnectiveH",11.13,1,31,"aspro",3.13,10.8,1,32,8.44,1,47,"Implausible",0.285995127700429,-0.0278636439241301,-0.371458027361298
"333","SR2a_47",47,188,"ConnectiveH",7.39,1,32,"spaventata",3.59,8.25,1,32,8.39,1,42,"Plausible",-0.371849072674493,-0.439194663572628,-0.377582190075709
"334","SR4a_50",50,197,"ConnectiveN",4.3,0,29,"arrestato",4.59,4.28,0,29,10.55,1,52,"Plausible",-0.915362061754307,-1.07958060396656,-0.113018360813115
"335","SR4a_51",51,202,"ConnectiveN",6.94,0,32,"meglio",5.71,9.14,0,33,0.77,1,42,"Implausible",-0.451001449724951,-0.295632072401191,-1.31090458775209
"336","SR4a_52",52,207,"ConnectiveH",6.1,0,28,"licenziato",3.99,5.97,0,28,16.08,1,43,"Implausible",-0.598752553552473,-0.80697298702305,0.564314035400843
"337","SR4a_53",53,212,"ConnectiveH",0.85,0,27,"successo",5.44,0.84,0,29,2.99,0,33,"Plausible",-1.52219695247449,-1.6344742147865,-1.0389917632322
"338","SR4a_54",54,213,"ConnectiveN",7.88,0,33,"vecchio",5.06,8.21,0,33,7.75,1,42,"Plausible",-0.285660928775104,-0.445646914861232,-0.455971472820182
"339","SR3a_56",56,222,"ConnectiveN",14.22,1,27,"nervosa",3.76,11,1,28,12.68,1,35,"Implausible",0.829508116780243,0.00439761251888923,0.147870970820833
"340","SR1a_59",59,235,"ConnectiveH",7.28,0,30,"liberato",4.02,6.7,0,30,20.66,1,42,"Implausible",-0.391197431509049,-0.689219401006029,1.12528734004097
"341","SR2a_63",63,252,"ConnectiveH",6.74,1,33,"agitata",3.45,9.47,1,33,6.52,1,48,"Plausible",-0.486180283969599,-0.242400999270209,-0.606625875594715
"342","SR2a_64",64,253,"ConnectiveN",6.68,0,31,"ritardo",4.67,6.42,0,31,3.56,1,44,"Plausible",-0.496733934242994,-0.734385160026256,-0.9691763082879
"343","SR2a_65",65,258,"ConnectiveN",6.71,1,28,"disoccupato",3.64,13.12,1,28,8.83,1,47,"Implausible",-0.491457109106296,0.346366930814895,-0.323689558188885
"344","SR3a_69",69,275,"ConnectiveH",13.6,0,26,"magnifica",3.95,15.12,0,26,15.91,1,38,"Implausible",0.720453730621834,0.66897949524509,0.543491882171843
"345","SR3a_70",70,280,"ConnectiveH",10.13,0,28,"accettato",4.46,7.66,0,28,4.57,1,46,"Plausible",0.110100956477188,-0.534365370079535,-0.84546822145678
"346","SR2a_72",72,285,"ConnectiveN",3.52,0,26,"dolce",4.83,3.58,0,26,4.36,1,40,"Plausible",-1.05255951530844,-1.19249500151713,-0.87118970485731
"347","SR2a_73",73,290,"ConnectiveN",20.83,1,33,"annegato",2.97,23.42,1,33,19.47,1,53,"Implausible",1.99216858856587,2.0078216376304,0.979532267437971
"348","SR1a_75",75,299,"ConnectiveH",8.48,0,30,"sospeso",4.28,11.83,0,31,7.26,1,44,"Implausible",-0.18012442604116,0.13828182675742,-0.515988267421419
"349","SR3a_78",78,312,"ConnectiveH",6.13,1,27,"proibita",3.44,8.9,1,27,6.35,1,40,"Plausible",-0.593475728415776,-0.334345580132815,-0.627448028823716
"350","SR3a_79",79,313,"ConnectiveN",10.16,1,29,"scottatura",2.42,13.35,1,29,8.32,1,47,"Plausible",0.115377781613885,0.383467375724368,-0.386156017875886
"351","2SR3a_80",80,318,"ConnectiveN",4.5,0,27,"morto",5.04,4.75,0,27,5.51,1,42,"Implausible",-0.880183227509659,-1.00376665132547,-0.730333962425836
"352","2SR3b_01",81,323,"ConnectiveE",7.76,0,31,"confusa",4.01,10.62,0,32,9.78,1,47,"Implausible",-0.306768229321893,-0.0568987747228478,-0.207330466615058
"353","2SR3b_02",82,328,"ConnectiveE",8.61,0,29,"attaccato",4.35,8.02,0,29,4.56,1,46,"Plausible",-0.157258183782139,-0.4762951084821,-0.846693053999662
"354","2SR3b_03",83,329,"ConnectiveN",10.96,0,29,"bandito",3.81,11.3,0,29,16.4,1,46,"Plausible",0.256093118592478,0.0527894971834185,0.603508676773079
"355","2SR3b_04",84,334,"ConnectiveN",15.16,0,33,"abbattuto",3.77,15.77,0,33,11.52,1,47,"Implausible",0.99484863773009,0.773828578684903,0.00579039584647635
"356","2SR3b_05",85,339,"ConnectiveE",7.36,1,35,"dimise",2.62,14.92,1,35,5.73,1,55,"Implausible",-0.37712589781119,0.63671823880207,-0.703387646482423
"357","2SR3b_06",86,344,"ConnectiveE",13.28,1,29,"bruciata",3.62,12.13,1,30,6.47,1,43,"Plausible",0.664167595830397,0.186673711421949,-0.612750038309127
"358","2SR3b_07",87,345,"ConnectiveN",24.44,1,30,"lamentati",3.18,27.2,1,30,22.11,1,46,"Plausible",2.62714654668177,2.61755938440346,1.30288805875892
"359","2SR3b_08",88,350,"ConnectiveN",3.14,0,29,"sicuro",5.22,9.15,0,29,10.17,1,36,"Implausible",-1.11939930037327,-0.294019009579041,-0.159561997442645
"360","2SR3b_09",89,355,"ConnectiveE",9.06,0,35,"superato",4.5,9.86,0,35,20.68,1,47,"Implausible",-0.07810580673168,-0.179491549206322,1.12773700512674
"361","2SR2b_11",91,364,"ConnectiveE",5.78,0,36,"fermato",4.35,4.84,0,36,7.78,1,53,"Plausible",-0.65503868834391,-0.98924908592611,-0.452296975191535
"362","2SR4b_14",94,373,"ConnectiveN",19.29,1,39,"allagate",2.64,18.07,1,39,12.96,1,51,"Plausible",1.72129156488207,1.14483302777963,0.18216628202154
"363","2SR2b_17",97,386,"ConnectiveN",2.85,1,35,"schiantata",2.37,4.26,1,36,6.35,1,49,"Implausible",-1.17040861002801,-1.08280672961087,-0.627448028823716
"364","2SR2b_18",98,391,"ConnectiveE",23.73,1,34,"tosse",3.77,19.24,1,34,21.84,1,52,"Implausible",2.50226168511327,1.33356137797129,1.2698175801011
"365","2SR2b_19",99,396,"ConnectiveE",17.75,1,36,"brontolare",2.21,22.1,1,36,22.02,1,52,"Plausible",1.45041454119828,1.79489734510647,1.29186456587298
"366","2SR2b_20",100,397,"ConnectiveN",2.95,0,37,"ospedale",4.77,5.12,0,37,14.48,1,54,"Plausible",-1.15281919290568,-0.944083326905882,0.368340828539662
"367","2SR2b_21",101,402,"ConnectiveN",10.08,0,27,"soddisfatti",3.77,11.17,0,27,14.64,1,42,"Implausible",0.101306247916026,0.0318196804954557,0.38793814922578
"368","2SR2b_22",102,407,"ConnectiveE",13.71,1,32,"whisky",3.44,14.39,1,34,9.12,1,42,"Implausible",0.739802089456391,0.551225909228069,-0.288169414445296
"369","2SR1b_24",104,416,"ConnectiveE",9.58,0,35,"cresta",3.74,13.24,0,35,10.68,1,48,"Plausible",0.0133591623044053,0.365723684680707,-0.0970955377556438
"370","2SR1b_25",105,417,"ConnectiveN",8.83,1,28,"lividi",3.36,11.2,1,28,7.69,1,46,"Plausible",-0.118561466113025,0.0366588689619086,-0.463320468077476
"371","2SR1b_26",106,422,"ConnectiveN",15.88,1,27,"panino",3.98,15.13,1,28,14.61,1,40,"Implausible",1.12149244101082,0.670592558067241,0.384263651597133
"372","2SR1b_27",107,427,"ConnectiveE",6.09,0,31,"enormi",4.34,5.63,0,31,20.89,1,48,"Implausible",-0.600511495264706,-0.861817122976183,1.15345848852727
"373","2SR1b_28",108,432,"ConnectiveE",10.59,0,31,"tagliato",4.17,11.76,0,31,8.65,1,47,"Plausible",0.191012275239879,0.126990387002363,-0.345736543960767
"374","2SR4b_30",110,437,"ConnectiveN",8.89,1,26,"respinse",3.06,6.56,1,26,29.83,1,47,"Plausible",-0.108007815839631,-0.711802280516142,2.24845878186412
"375","2SR2b_33",113,450,"ConnectiveN",18.71,1,28,"esultava",1.99,18.82,1,28,19.43,1,41,"Implausible",1.6192729455726,1.26581273944095,0.974632937266441
"376","2SR2b_34",114,455,"ConnectiveE",6.12,1,32,"spaventati",3.39,9.54,1,32,8.05,1,49,"Implausible",-0.595234670128008,-0.231109559515153,-0.41922649653371
"377","2SR2b_35",115,460,"ConnectiveE",17.08,1,33,"affamato",3.41,16.71,1,33,17.53,1,50,"Plausible",1.33256544647871,0.925456483967094,0.741914754118789
"378","2SR2b_36",116,461,"ConnectiveN",10.93,0,27,"professionista",4.39,11.13,0,27,2.84,1,35,"Plausible",0.25081629345578,0.025367429206852,-1.05736425137543
"379","2SR4b_39",119,474,"ConnectiveN",2.26,0,29,"chiuse",4.35,1.91,0,30,2.64,1,46,"Implausible",-1.27418617104972,-1.46187649281634,-1.08186090223308
"380","2SR4b_40",120,479,"ConnectiveE",3.31,0,31,"condannata",3.75,4.25,0,33,5.91,1,46,"Implausible",-1.08949729126532,-1.08441979243302,-0.68134066071054
"381","2SR4b_41",121,484,"ConnectiveE",7.58,0,29,"ricco",4.7,9.88,0,30,4.56,1,41,"Plausible",-0.338429180142077,-0.17626542356202,-0.846693053999662
"382","2SR3b_43",123,489,"ConnectiveN",24.92,1,34,"arrossito",1.91,30.64,1,34,15.19,1,46,"Plausible",2.71157574886892,3.1724529952234,0.455303939084311
"383","2SR3b_44",124,494,"ConnectiveN",34.07,1,30,"dolorante",3.02,31.02,1,31,14.22,1,38,"Implausible",4.32100741556158,3.23374938246514,0.33649518242472
"384","2SR3b_45",125,499,"ConnectiveE",12.15,0,33,"cortile",4.19,14.47,0,33,16.84,1,47,"Implausible",0.465407182348135,0.564130411805277,0.657401308659904
"385","2SR4b_49",129,516,"ConnectiveE",6.05,0,36,"preoccupato",4.16,5.15,0,36,3.91,1,63,"Plausible",-0.607547262113635,-0.939244138439429,-0.926307169287017
"386","2SR2b_52",132,525,"ConnectiveN",4.52,0,29,"unico",5.34,7.95,0,29,1.05,1,44,"Plausible",-0.876665344085194,-0.487586548237157,-1.27660927655138
"387","2SR4b_55",135,538,"ConnectiveN",5.75,1,28,"rapita",3.63,9.5,1,28,2.86,1,38,"Implausible",-0.660315513480608,-0.237561810803757,-1.05491458628967
"388","2SR2b_58",138,551,"ConnectiveE",24.09,1,34,"ostriche",3.16,27.12,1,35,39.38,1,50,"Implausible",2.56558358675363,2.60465488182626,3.4181738603168
"389","2SR4b_61",141,564,"ConnectiveE",6.68,0,35,"accettare",4.69,6.99,0,35,21.91,1,49,"Plausible",-0.496733934242994,-0.64244057916365,1.27839140790127
"390","2SR4b_62",142,565,"ConnectiveN",11.44,0,32,"professionale",4.54,10.93,0,34,6.13,1,46,"Plausible",0.340522320779633,-0.00689382723616762,-0.654394344767128
"391","2SR4b_63",143,570,"ConnectiveN",12.3,1,29,"comodi",3.78,22.82,1,30,11.64,1,43,"Implausible",0.491791308031621,1.91103786830134,0.0204883863610651
"392","2SR3b_65",145,579,"ConnectiveE",5.44,0,32,"felice",5.13,5.54,0,33,8.67,1,45,"Implausible",-0.714842706559812,-0.876334688375542,-0.343286878875003
"393","2SR2b_67",147,588,"ConnectiveE",11.99,0,28,"critiche",4.51,9.05,0,28,10.52,1,43,"Plausible",0.437264114952416,-0.31014963780055,-0.116692858441762
"394","2SR1b_69",149,593,"ConnectiveN",5.38,0,25,"disordine",3.87,6.3,0,27,10.79,1,34,"Plausible",-0.725396356833207,-0.753741913892068,-0.0836223797839376
"395","2SR1b_70",150,598,"ConnectiveN",1.24,0,27,"carabinieri",4.5,2.22,0,27,5.38,1,41,"Implausible",-1.45359822569742,-1.41187154532966,-0.746256785483307
"396","2SR1b_71",151,603,"ConnectiveE",8.36,0,35,"cessato",3.42,11.55,0,35,22.29,1,52,"Implausible",-0.201231726587949,0.0931160677371928,1.3249350445308
"397","2SR4b_73",153,612,"ConnectiveE",16.98,0,28,"festeggiare",4.31,15.04,0,29,39.21,1,43,"Plausible",1.31497602935639,0.656074992667882,3.39735170708779
"398","2SR4b_74",154,613,"ConnectiveN",27.52,1,32,"antidolorifici",2.89,38.46,1,33,14.23,1,44,"Plausible",3.16890059404935,4.43386812214546,0.337720014967602
"399","2SR4b_75",155,618,"ConnectiveN",2.42,0,27,"rose",4.43,4.11,0,29,0.71,0,41,"Implausible",-1.246043103654,-1.10700267194313,-1.31825358300938
"400","2SR4b_76",156,623,"ConnectiveE",14.22,0,30,"gallerie",3.87,13.11,0,31,19.62,1,44,"Implausible",0.829508116780243,0.344753867992744,0.997904755581207
"401","2SR4a_06",6,21,"ConnectiveN",12.59,1,28,"migliorò",2.56,13.86,1,28,3.85,1,43,"Plausible",0.542800617686361,0.465733579654067,-0.933656164544311
"402","2SR4a_07",7,26,"ConnectiveN",5.85,0,33,"ferito",4.38,8.6,0,33,10.06,1,43,"Implausible",-0.642726096358284,-0.382737464797344,-0.173035155414351
"403","2SR4a_08",8,31,"ConnectiveE",23.07,1,32,"festeggiato",3.72,25.77,1,34,50.33,1,49,"Implausible",2.38617153210593,2.38689140083588,4.759365494773
"404","2SR4a_09",9,36,"ConnectiveE",6.9,1,32,"applaudito",2.95,8.17,1,32,3.66,1,41,"Plausible",-0.45803721657388,-0.452099166149836,-0.956927982859077
"405","2SR3a_11",11,41,"ConnectiveN",9.12,1,28,"imprigionati",3.17,7.59,1,28,7.7,1,45,"Plausible",-0.0675521564582857,-0.545656809834592,-0.462095635534594
"406","2SR3a_12",12,46,"ConnectiveN",5.44,0,30,"felici",4.58,7.36,0,31,19.08,1,42,"Implausible",-0.714842706559812,-0.582757254744065,0.931763798265558
"407","2SR3a_13",13,51,"ConnectiveE",6.3,1,34,"prurito",3.37,11.52,1,35,6.34,1,45,"Implausible",-0.563573719307825,0.0882768792707397,-0.628672861366598
"408","2SR3a_14",14,56,"ConnectiveE",9.4,0,29,"firmato",4.51,9.86,0,29,15.32,1,41,"Plausible",-0.0183017885157781,-0.179491549206322,0.471226762141782
"409","2SR3a_15",15,57,"ConnectiveN",7.85,1,32,"sporchi",3.81,7.75,1,32,10.48,1,43,"Plausible",-0.290937753911802,-0.519847804680177,-0.121592188613291
"410","2SR2a_17",17,66,"ConnectiveN",7.78,1,30,"magro",3.73,11.3,1,31,5.69,1,40,"Implausible",-0.303250345897428,0.0527894971834185,-0.708286976653953
"411","2SR1a_19",19,75,"ConnectiveE",9.97,1,33,"diminuiti",3.28,10.8,1,33,13.27,1,53,"Implausible",0.0819578890814693,-0.0278636439241301,0.220136090850893
"412","2SR1a_20",20,80,"ConnectiveE",5.65,0,29,"preoccupati",3.91,4.43,0,30,14,1,40,"Plausible",-0.677904930602932,-1.0553846616343,0.309548866481307
"413","2SR1a_21",21,81,"ConnectiveN",9.11,0,31,"finì",3.77,7.94,0,31,7.83,1,37,"Plausible",-0.0693110981705181,-0.489199611059308,-0.446172812477123
"414","2SR4a_23",23,90,"ConnectiveN",17.54,1,32,"esultato",2.78,22.94,1,32,14.78,1,46,"Implausible",1.4134767652414,1.93039462216715,0.405085804826133
"415","2SR4a_24",24,95,"ConnectiveE",15.18,0,37,"punto",5.62,13.13,0,37,14.22,0,50,"Implausible",0.998366521154555,0.347979993637046,0.33649518242472
"416","2SR4a_25",25,100,"ConnectiveE",10.68,1,34,"erbacce",3.12,20.04,1,35,4.29,1,48,"Plausible",0.20684275064997,1.46260640374337,-0.879763532657486
"417","2SR4a_26",26,101,"ConnectiveN",8.21,1,30,"delusa",3.65,11.93,1,30,17.07,1,43,"Plausible",-0.227615852271435,0.15441245497893,0.685572457146199
"418","2SR4a_27",27,106,"ConnectiveN",4.55,0,25,"negative",4.06,7.78,0,25,9.03,0,38,"Implausible",-0.871388518948497,-0.515008616213724,-0.299192907331237
"419","2SR3a_29",29,115,"ConnectiveE",7.56,0,37,"promozione",4.65,6.83,0,37,16.61,1,54,"Implausible",-0.341947063566542,-0.668249584318066,0.629230160173609
"420","2SR2a_31",31,124,"ConnectiveE",5.51,1,32,"arrestata",3.78,9.12,1,32,3.44,1,40,"Plausible",-0.702530114574186,-0.298858198045494,-0.983874298802489
"421","2SR2a_32",32,125,"ConnectiveN",9.58,1,32,"furioso",3.66,9.81,1,32,10.13,1,50,"Plausible",0.0133591623044053,-0.187556863317076,-0.164461327614175
"422","2SR2a_33",33,130,"ConnectiveN",8.03,0,35,"cadde",3.85,5.7,0,35,3.3,1,48,"Implausible",-0.259276803091618,-0.850525683221126,-1.00102195440284
"423","2SR2a_34",34,135,"ConnectiveE",4.85,1,30,"solo",6.33,5.7,1,31,5,1,47,"Implausible",-0.818620267581525,-0.850525683221126,-0.792800422112837
"424","2SR2a_35",35,140,"ConnectiveE",22.71,1,33,"cancellarla",2.67,23.16,1,34,25.34,1,50,"Plausible",2.32284963046556,1.96588200425447,1.69850897010993
"425","2SR2a_36",36,141,"ConnectiveN",4.69,0,30,"annullato",3.83,4.14,0,31,11.68,1,42,"Plausible",-0.846763334977243,-1.10216348347668,0.0253877165325945
"426","2SR2a_37",37,146,"ConnectiveN",16.76,1,35,"candele",3.86,18.71,1,35,24.03,1,53,"Implausible",1.27627931168728,1.24806904839729,1.53805590699234
"427","2SR1a_39",39,155,"ConnectiveE",5.13,0,31,"stanca",4.18,9.88,0,31,5.82,1,44,"Implausible",-0.769369899639017,-0.17626542356202,-0.692364153596482
"428","2SR1a_40",40,160,"ConnectiveE",2.66,0,31,"panico",4.36,3.62,0,32,9.45,1,47,"Plausible",-1.20382850256042,-1.18604275022853,-0.247749940530177
"429","2SR3a_43",43,169,"ConnectiveN",8.6,1,30,"fiero",4.04,8.5,1,31,8.84,1,40,"Plausible",-0.159017125494371,-0.398868093018854,-0.322464725646002
"430","2SR3a_44",44,174,"ConnectiveN",10.09,1,35,"contagiato",3.11,10.62,1,38,17.16,1,42,"Implausible",0.103065189628258,-0.0568987747228478,0.69659595003214
"431","2SR3a_45",45,179,"ConnectiveE",6.25,0,29,"rifiutato",4.21,6.17,0,30,8.23,1,49,"Implausible",-0.572368427868987,-0.77471173058003,-0.397179510761828
"432","2SR3a_46",46,184,"ConnectiveE",10.74,1,33,"aspro",3.13,10.9,1,34,8.68,1,49,"Plausible",0.217396400923365,-0.0117330157026204,-0.34206204633212
"433","2SR3a_47",47,185,"ConnectiveN",9.65,1,31,"spaventata",3.59,9.56,1,31,1.46,1,41,"Plausible",0.0256717542900322,-0.227883433870851,-1.2263911422932
"434","2SR1a_50",50,198,"ConnectiveN",4.43,0,27,"arrestato",4.59,5.85,0,27,15.5,1,48,"Implausible",-0.892495819495286,-0.826329740888861,0.493273747913665
"435","2SR1a_51",51,203,"ConnectiveE",7.22,0,36,"meglio",5.71,9.51,0,37,3.21,1,46,"Implausible",-0.401751081782443,-0.235948747981606,-1.01204544728878
"436","2SR1a_52",52,208,"ConnectiveE",5.86,0,30,"licenziato",3.99,4.83,0,30,9.33,1,47,"Plausible",-0.640967154646051,-0.990862148748261,-0.262447931044765
"437","2SR1a_53",53,209,"ConnectiveN",3.1,0,29,"successo",5.44,4.75,0,31,0.84,0,39,"Plausible",-1.1264350672222,-1.00376665132547,-1.30233075995191
"438","2SR1a_54",54,214,"ConnectiveN",8.04,0,31,"vecchio",5.06,8.29,0,31,12.15,1,44,"Implausible",-0.257517861379386,-0.432742412284024,0.0829548460480666
"439","2SR4a_56",56,223,"ConnectiveE",14.91,1,29,"nervosa",3.76,14.38,1,30,18.47,1,45,"Implausible",0.95087509492428,0.549612846405918,0.857049013149732
"440","2SR2a_59",59,236,"ConnectiveE",4.94,0,32,"liberato",4.02,6.25,0,32,10.83,1,46,"Plausible",-0.802789792171433,-0.761807228002823,-0.078723049612408
"441","2SR3a_63",63,249,"ConnectiveN",6.8,1,32,"agitata",3.45,9.1,1,32,6.54,1,48,"Plausible",-0.475626633696205,-0.302084323689796,-0.60417621050895
"442","2SR3a_64",64,254,"ConnectiveN",6.22,0,29,"ritardo",4.67,7.34,0,29,9.49,1,41,"Implausible",-0.577645253005684,-0.585983380388367,-0.242850610358647
"443","2SR3a_65",65,259,"ConnectiveE",6.24,1,31,"disoccupato",3.64,11.5,1,31,13.4,1,48,"Implausible",-0.57412736958122,0.0850507536264378,0.236058913908364
"444","2SR4a_69",69,276,"ConnectiveE",12.76,0,29,"magnifica",3.95,13.01,0,29,13.28,1,42,"Plausible",0.572702626794311,0.328623239771235,0.221360923393776
"445","2SR4a_70",70,277,"ConnectiveN",9.71,0,27,"accettato",4.46,7.94,0,27,3.18,1,45,"Plausible",0.0362254045634267,-0.489199611059308,-1.01571994491743
"446","2SR3a_72",72,286,"ConnectiveN",4.02,0,27,"dolce",4.83,4.03,0,27,2.7,1,42,"Implausible",-0.964612429696815,-1.11990717452034,-1.07451190697579
"447","2SR3a_73",73,291,"ConnectiveE",20.01,1,39,"annegato",2.97,20.47,1,39,18.12,1,58,"Implausible",1.84793536816281,1.53196810509586,0.814179874148849
"448","2SR2a_75",75,300,"ConnectiveE",8.42,0,29,"sospeso",4.28,9.63,0,30,7.27,1,47,"Plausible",-0.190678076314554,-0.216591994115794,-0.514763434878536
"449","2SR4a_78",78,309,"ConnectiveN",0,1,27,"proibita",3.44,7.05,1,27,1.19,1,37,"Plausible",-1.67170699801424,-0.632762202230745,-1.25946162095103
"450","2SR4a_79",79,314,"ConnectiveN",10.14,1,29,"scottatura",2.42,12.91,1,29,11.47,1,47,"Implausible",0.11185989818942,0.312492611549725,-0.000333766867935433
"451","SR4a_80",80,319,"ConnectiveH",4.76,0,26,"morto",5.04,5.29,0,26,7.53,1,42,"Implausible",-0.834450742991616,-0.916661258929316,-0.482917788763594
"452","SR4b_01",81,324,"ConnectiveH",8.25,0,28,"confusa",4.01,8.62,0,29,5.43,1,42,"Plausible",-0.220580085422505,-0.379511339153042,-0.740132622768895
"453","SR4b_02",82,325,"ConnectiveN",8.9,0,26,"attaccato",4.35,6.88,0,26,5.81,1,43,"Plausible",-0.106248874127399,-0.660184270207311,-0.693588986139364
"454","SR4b_03",83,330,"ConnectiveN",12.66,0,31,"bandito",3.81,12.64,0,31,21.31,1,45,"Implausible",0.555113209671987,0.268939915351649,1.20490145532833
"455","SR4b_04",84,335,"ConnectiveH",15.3,0,35,"abbattuto",3.77,17.09,0,35,19.55,1,50,"Implausible",1.01947382170134,0.986752871208831,0.98933092778103
"456","SR4b_05",85,340,"ConnectiveH",4.16,1,31,"dimise",2.62,13.08,1,31,1.58,1,50,"Plausible",-0.939987245725561,0.339914679526291,-1.21169315177861
"457","SR4b_06",86,341,"ConnectiveN",16.6,1,31,"bruciata",3.62,16,1,32,24.08,1,41,"Plausible",1.24813624429156,0.810929023594375,1.54418006970675
"458","SR4b_07",87,346,"ConnectiveN",16.11,1,29,"lamentati",3.18,24.68,1,29,12.4,1,51,"Implausible",1.16194810039217,2.21106755322142,0.113575659620126
"459","SR4b_08",88,351,"ConnectiveH",2.66,0,31,"sicuro",5.22,8.45,0,31,6.6,1,40,"Implausible",-1.20382850256042,-0.406933407129609,-0.596827215251656
"460","SR4b_09",89,356,"ConnectiveH",9.17,0,34,"superato",4.5,9.14,0,34,16.29,1,45,"Plausible",-0.0587574478971236,-0.295632072401191,0.590035518801373
"461","SR3b_11",91,361,"ConnectiveN",7.07,0,39,"fermato",4.35,6.39,0,39,13.84,1,54,"Plausible",-0.42813520746593,-0.739224348492709,0.289951545795189
"462","SR1b_14",94,374,"ConnectiveN",16.78,1,32,"allagate",2.64,16.5,1,32,15.2,1,49,"Implausible",1.27979719511174,0.891582164701924,0.456528771627193
"463","SR3b_17",97,387,"ConnectiveH",2.92,1,35,"schiantata",2.37,4.1,1,36,1.48,1,47,"Implausible",-1.15809601804238,-1.10861573476528,-1.22394147720744
"464","SR3b_18",98,392,"ConnectiveH",24.04,1,32,"tosse",3.77,20.83,1,32,19.09,1,48,"Plausible",2.55678887819247,1.59003836669329,0.93298863080844
"465","SR3b_19",99,393,"ConnectiveN",17.4,1,32,"brontolare",2.21,24.79,1,32,26.29,1,49,"Plausible",1.38885158127015,2.22881124426508,1.81486806168376
